,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling,polution_clf
893,EEA_31615-01-7,2007,2007-01--2007-12,UKSC005231,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
894,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010536,United Kingdom,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
896,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010527,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
897,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010666,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
898,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010642,United Kingdom,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
899,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010514,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
901,EEA_3161-02-2,2007,2007-01--2007-12,UKSC004000,United Kingdom,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
903,EEA_3161-02-2,2007,2007-01--2007-12,UKSC004720,United Kingdom,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
904,EEA_3161-02-2,2007,2007-01--2007-12,UKSC004008,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
926,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010321,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
927,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010757,United Kingdom,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
928,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010469,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
930,EEA_31615-01-7,2007,2007-01--2007-12,UKSC020211,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
931,EEA_31615-01-7,2007,2007-01--2007-12,UKSC023000,United Kingdom,25867961.0,4.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
933,EEA_31615-01-7,2007,2007-01--2007-12,UKSC023347,United Kingdom,25867961.0,4.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
935,EEA_31615-01-7,2007,2007-01--2007-12,UKSC020690,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
936,EEA_31615-01-7,2007,2007-01--2007-12,UKSC005101,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
937,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010493,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
944,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010492,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
945,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010657,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
946,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010484,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
949,EEA_3161-02-2,2007,2007-01--2007-12,UKSC005809,United Kingdom,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
950,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006499,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
952,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006535,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
953,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006800,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
965,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2034B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
966,EEA_3161-02-2,2008,2008-01--2008-12,FRDR2034B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
970,EEA_3161-05-5,2008,2008-01--2008-12,FRDR348,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
973,EEA_3161-01-1,2008,2008-01--2008-12,FRDR535,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
976,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2031,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
983,EEA_3161-02-2,2008,2008-01--2008-12,FRDR391,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
985,EEA_3161-02-2,2008,2008-01--2008-12,FRDR12100,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
988,EEA_3161-05-5,2008,2008-01--2008-12,FRDR91,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
989,EEA_3161-02-2,2008,2008-01--2008-12,FRDR91,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
995,EEA_31615-01-7,2008,2008-01--2008-12,FRDR1060,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1006,EEA_3161-05-5,2008,2008-01--2008-12,FRFR157A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1012,EEA_3161-05-5,2008,2008-01--2008-12,FRDR172,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1013,EEA_3161-05-5,2008,2008-01--2008-12,FRDR171,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1015,EEA_3161-05-5,2008,2008-01--2008-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1020,EEA_3161-05-5,2008,2008-01--2008-12,FRFR252A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1025,EEA_3161-01-1,2008,2008-01--2008-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1030,EEA_3161-01-1,2008,2008-01--2008-12,FRFR170,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1036,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0112,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1037,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0112,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1038,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0279,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1053,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0111,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1055,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0111,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1057,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0112,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1063,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0126A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1070,EEA_3161-02-2,2009,2009-01--2009-12,FRFR925,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1083,EEA_3161-01-1,2009,2009-01--2009-12,FRFR925,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1090,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0131,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1094,EEA_3161-01-1,2009,2009-01--2009-12,FRGR1626,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1098,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0111,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1109,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0131,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1115,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0126C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1118,EEA_3161-01-1,2009,2009-01--2009-12,FRER10807,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1130,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020558,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1136,EEA_31615-01-7,2006,2006-01--2006-12,UKSC010757,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1138,EEA_31615-01-7,2006,2006-01--2006-12,UKSC023000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1139,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020305,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1140,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020165,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1141,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020547,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1143,EEA_3161-02-2,2006,2006-01--2006-12,UKSC004402,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1144,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006300,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1147,EEA_3161-02-2,2006,2006-01--2006-12,UKSC003700,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1159,EEA_31615-01-7,2006,2006-01--2006-12,UKSC005200,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1161,EEA_31615-01-7,2006,2006-01--2006-12,UKSC010642,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1163,EEA_3161-02-2,2006,2006-01--2006-12,UKSC003806,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1164,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005809,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1165,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006535,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1171,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005701,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1172,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005603,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1173,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005950,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1179,EEA_3161-05-5,2012,2012-01--2012-12,LT420100014,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92,1
1181,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006502,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1200,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020637,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1201,EEA_31615-01-7,2006,2006-01--2006-12,UKSC023032,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1202,EEA_31615-01-7,2006,2006-01--2006-12,UKSC023265,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1203,EEA_31615-01-7,2006,2006-01--2006-12,UKSC010491,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1205,EEA_3161-02-2,2006,2006-01--2006-12,UKSC003801,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1206,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006832,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1209,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006828,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1210,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006838,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1211,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006806,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1212,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010062,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1214,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010152,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1215,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010343,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1218,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005010,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1221,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010060,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1222,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010153,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1223,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010379,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1224,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010383,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1237,EEA_3161-02-2,2006,2006-01--2006-12,UKSC005799,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1244,EEA_3161-02-2,2006,2006-01--2006-12,UKSC006320,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1250,EEA_31615-01-7,2008,2008-01--2008-12,FRDR506B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1272,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0475,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1277,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0476,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1278,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0476,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1283,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0475,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1285,EEA_31615-01-7,2008,2008-01--2008-12,BERW06_MM38R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,1
1293,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1296,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1299,EEA_3161-01-1,2008,2008-01--2008-12,FRGR1337,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1301,EEA_3161-02-2,2008,2008-01--2008-12,FRGR1337,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1309,EEA_31615-01-7,2006,2006-01--2006-12,UKSC006000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1310,EEA_31615-01-7,2006,2006-01--2006-12,UKSC010000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1311,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020209,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1314,EEA_3161-02-2,2006,2006-01--2006-12,UKGB102075073400,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1320,EEA_31615-01-7,2006,2006-01--2006-12,UKSC004000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1329,EEA_31615-01-7,2006,2006-01--2006-12,UKSC003100,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1330,EEA_31615-01-7,2006,2006-01--2006-12,UKSC003000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1331,EEA_31615-01-7,2006,2006-01--2006-12,UKSC003700,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1332,EEA_31615-01-7,2006,2006-01--2006-12,UKSC006834,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1333,EEA_31615-01-7,2006,2006-01--2006-12,UKSC006800,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1334,EEA_31615-01-7,2006,2006-01--2006-12,UKSC010391,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1335,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020412,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1336,EEA_31615-01-7,2006,2006-01--2006-12,UKSC020542,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1339,EEA_31615-01-7,2006,2006-01--2006-12,UKSC023127,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1368,EEA_3161-03-3,2008,2007-12--2008-02,FRDR506B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1371,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0476,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1372,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0476,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1375,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010427,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1376,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010757,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1377,EEA_3161-02-2,2006,2006-01--2006-12,UKSC020633,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1378,EEA_3161-02-2,2006,2006-01--2006-12,UKSC020211,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
1379,EEA_3161-02-2,2006,2006-01--2006-12,UKSC020305,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
1381,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1402,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1404,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0456,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1410,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1423,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0462B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1433,EEA_3161-03-3,2008,2008-01--2008-12,FRGR1337,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1438,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1439,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0462A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1441,EEA_31615-01-7,2008,2008-01--2008-12,FRGR1337,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1443,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0456,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1446,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0458,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1452,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0462B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1453,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0458,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1457,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1458,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0538,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
1461,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0511,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1464,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0462B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1466,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0458,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1468,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0459,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1473,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1475,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0459,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
1481,EEA_31615-01-7,2008,2008-01--2008-12,DERW_DENI_21068,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
1483,EEA_31615-01-7,2008,2008-01--2008-12,DERW_DENI_21001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
1498,EEA_31615-01-7,2008,2008-01--2008-12,DERW_DENI_22001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
1505,EEA_3161-03-3,2008,2008-01--2008-12,SE669515-163232,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
1507,EEA_3161-03-3,2008,2008-01--2008-12,SE667320-153747,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
